"Gene","product_accession","Description","chromosome","start","end","strand","feature_interval_length","product_length","assembly_unit","level","annotation"
"Bcen2424_6002","ABK12734.1","AMP-dependent synthetase and ligase","3"," 148989"," 150791","+"," 1803"," 600","Primary Assembly",NA,""
"Bcen2424_6003","ABK12735.1","ABC transporter related protein","3"," 150788"," 151498","+","  711"," 236","Primary Assembly",NA,""
"Bcen2424_6004","ABK12736.1","protein of unknown function DUF214","3"," 151470"," 152687","+"," 1218"," 405","Primary Assembly",NA,""
"Bcen2424_6005","ABK12737.1","conserved hypothetical protein","3"," 152684"," 153436","+","  753"," 250","Primary Assembly",NA,""
"Bcen2424_6006","ABK12738.1","conserved hypothetical protein","3"," 153426"," 154754","+"," 1329"," 442","Primary Assembly",NA,""
"Bcen2424_6007","ABK12739.1","conserved hypothetical protein","3"," 154768"," 155853","+"," 1086"," 361","Primary Assembly",NA,""
"Bcen2424_6008","ABK12740.1","phosphopantetheine-binding protein","3"," 155912"," 156166","+","  255","  84","Primary Assembly",NA,""
"Bcen2424_6009","ABK12741.1","conserved hypothetical protein","3"," 156174"," 157049","+","  876"," 291","Primary Assembly",NA,""
"Bcen2424_6010","ABK12742.1","conserved hypothetical protein","3"," 157051"," 157680","+","  630"," 209","Primary Assembly",NA,""
"Bcen2424_6011","ABK12743.1","conserved hypothetical protein","3"," 157682"," 158665","+","  984"," 327","Primary Assembly",NA,""
"Bcen2424_6012","ABK12744.1","conserved hypothetical protein","3"," 158669"," 159652","+","  984"," 327","Primary Assembly",NA,""
"Bcen2424_6013","ABK12745.1","Orn/DAP/Arg decarboxylase 2","3"," 159642"," 160817","+"," 1176"," 391","Primary Assembly",NA,""
"Bcen2424_6014","ABK12746.1","AMP-dependent synthetase and ligase","3"," 160834"," 162429","+"," 1596"," 531","Primary Assembly",NA,""
"Bcen2424_6015","ABK12747.1","conserved hypothetical protein","3"," 162426"," 163520","+"," 1095"," 364","Primary Assembly",NA,""
"Bcen2424_6016","ABK12748.1","acyl-CoA dehydrogenase domain protein","3"," 163517"," 165370","+"," 1854"," 617","Primary Assembly"," 3","00071 Fatty acid degradation PATH:ko00071 - 00280 Valine, leucine and isoleucine degradation PATH:ko00280"
"Bcen2424_6017","ABK12749.1","citrate synthase-like protein","3"," 165372"," 166622","+"," 1251"," 416","Primary Assembly",NA,""
"Bcen2424_6018","ABK12750.1","Methyltransferase type 11","3"," 166651"," 167313","+","  663"," 220","Primary Assembly",NA,""
"Bcen2424_6019","ABK12751.1","Taurine catabolism dioxygenase TauD/TfdA","3"," 167317"," 168390","+"," 1074"," 357","Primary Assembly",NA,""
"Bcen2424_6020","ABK12752.1","ABC transporter related protein","3"," 168402"," 169415","+"," 1014"," 337","Primary Assembly",NA,""
"Bcen2424_6021","ABK12753.1","ABC-2 type transporter","3"," 169408"," 170487","+"," 1080"," 359","Primary Assembly",NA,""
"Bcen2424_6022","ABK12754.1","conserved hypothetical protein","3"," 170524"," 171066","+","  543"," 180","Primary Assembly",NA,""
"Bcen2424_6023","ABK12755.1","FAD linked oxidase domain protein","3"," 171069"," 172487","+"," 1419"," 472","Primary Assembly",NA,""
"Bcen2424_6024","ABK12756.1","conserved hypothetical protein","3"," 172487"," 172771","+","  285","  94","Primary Assembly",NA,""
"Bcen2424_6025","ABK12757.1","3-carboxymuconate cyclase-like protein","3"," 172797"," 173888","-"," 1092"," 363","Primary Assembly",NA,""
"Bcen2424_6026","ABK12758.1","TRAP dicarboxylate transporter, DctM subunit","3"," 173987"," 175339","-"," 1353"," 450","Primary Assembly",NA,""
"Bcen2424_6027","ABK12759.1","Tripartite ATP-independent periplasmic transporter, DctQ component","3"," 175344"," 175916","-","  573"," 190","Primary Assembly",NA,""
"Bcen2424_6028","ABK12760.1","TRAP dicarboxylate transporter, DctP subunit","3"," 175913"," 176899","-","  987"," 328","Primary Assembly",NA,""
"Bcen2424_6029","ABK12761.1","glycoside hydrolase, family 28","3"," 177482"," 179659","+"," 2178"," 725","Primary Assembly",NA,""
"Bcen2424_6030","ABK12762.1","transcriptional regulator, LuxR family","3"," 179980"," 181071","-"," 1092"," 363","Primary Assembly",NA,""
"Bcen2424_6031","ABK12763.1","conserved hypothetical protein","3"," 181366"," 181617","-","  252","  83","Primary Assembly",NA,""
"Bcen2424_6032","ABK12764.1","Dihydrokaempferol 4-reductase","3"," 182093"," 183184","+"," 1092"," 363","Primary Assembly",NA,""
"Bcen2424_6033","ABK12765.1","transcriptional regulator, AraC family","3"," 183181"," 184170","+","  990"," 329","Primary Assembly",NA,""
"Bcen2424_6034","ABK12766.1","Endoribonuclease L-PSP","3"," 184213"," 184701","-","  489"," 162","Primary Assembly",NA,""
"Bcen2424_6035","ABK12767.1","histone family protein nucleoid-structuring protein H-NS","3"," 184929"," 185228","+","  300","  99","Primary Assembly",NA,""
"Bcen2424_6036","ABK12768.1","Cupin 2, conserved barrel domain protein","3"," 185401"," 185733","-","  333"," 110","Primary Assembly",NA,""
"Bcen2424_6037","ABK12769.1","transcriptional regulator, LysR family","3"," 186187"," 187110","-","  924"," 307","Primary Assembly",NA,""
"Bcen2424_6038","ABK12770.1","Lysine exporter protein (LYSE/YGGA)","3"," 187178"," 187795","+","  618"," 205","Primary Assembly",NA,""
"Bcen2424_6039","ABK12771.1","(Acyl-carrier-protein) phosphodiesterase","3"," 187859"," 188491","-","  633"," 210","Primary Assembly",NA,""
"Bcen2424_6040","ABK12772.1","transcriptional regulator, LysR family","3"," 188624"," 189502","+","  879"," 292","Primary Assembly",NA,""
"Bcen2424_6041","ABK12773.1","aldehyde dehydrogenase","3"," 189555"," 191030","-"," 1476"," 491","Primary Assembly",NA,""
"Bcen2424_6042","ABK12774.1","transcriptional regulator, TetR family","3"," 191130"," 191783","+","  654"," 217","Primary Assembly",NA,""
"Bcen2424_6043","ABK12775.1","ThiJ/PfpI domain protein","3"," 191841"," 192623","+","  783"," 260","Primary Assembly",NA,""
"Bcen2424_6044","ABK12776.1","transcriptional regulator, MerR family","3"," 192620"," 193135","-","  516"," 171","Primary Assembly",NA,""
"Bcen2424_6045","ABK12777.1","Saccharopine dehydrogenase","3"," 193223"," 194473","-"," 1251"," 416","Primary Assembly",NA,""
"Bcen2424_6046","ABK12778.1","conserved hypothetical protein","3"," 194517"," 195434","-","  918"," 305","Primary Assembly",NA,""
"Bcen2424_6047","ABK12779.1","transcriptional regulator, MerR family","3"," 195598"," 196047","-","  450"," 149","Primary Assembly",NA,""
"Bcen2424_6048","ABK12780.1","alpha/beta hydrolase fold protein","3"," 196215"," 197045","+","  831"," 276","Primary Assembly",NA,""
"Bcen2424_6049","ABK12781.1","conserved hypothetical protein","3"," 197267"," 197674","+","  408"," 135","Primary Assembly",NA,""
"Bcen2424_6050","ABK12782.1","methyl-accepting chemotaxis sensory transducer","3"," 197684"," 199249","-"," 1566"," 521","Primary Assembly",NA,""
"Bcen2424_6051","ABK12783.1","glyoxalase/bleomycin resistance protein/dioxygenase","3"," 199439"," 199669","-","  231","  76","Primary Assembly",NA,""
"Bcen2424_6052","ABK12784.1","beta-lactamase domain protein","3"," 199662"," 200507","-","  846"," 281","Primary Assembly",NA,""
"Bcen2424_6053","ABK12785.1","conserved hypothetical protein","3"," 200526"," 200852","-","  327"," 108","Primary Assembly",NA,""
"Bcen2424_6054","ABK12786.1","conserved hypothetical protein","3"," 200845"," 201375","-","  531"," 176","Primary Assembly",NA,""
"Bcen2424_6055","ABK12787.1","transcriptional regulator, LysR family","3"," 201544"," 202437","+","  894"," 297","Primary Assembly",NA,""
"Bcen2424_6056","ABK12788.1","transcriptional regulator, LysR family","3"," 202495"," 203400","-","  906"," 301","Primary Assembly",NA,""
"Bcen2424_6057","ABK12789.1","flavodoxin/nitric oxide synthase","3"," 203517"," 204107","+","  591"," 196","Primary Assembly",NA,""
"Bcen2424_6058","ABK12790.1","aldo/keto reductase","3"," 204182"," 205237","+"," 1056"," 351","Primary Assembly",NA,""
"Bcen2424_6059","ABK12791.1","NAD dependent epimerase/dehydratase family","3"," 205251"," 205445","-","  195","  64","Primary Assembly",NA,""
"Bcen2424_6060","ABK12792.1","Carboxymuconolactone decarboxylase","3"," 205474"," 206325","-","  852"," 283","Primary Assembly",NA,""
"Bcen2424_6061","ABK12793.1","transcriptional regulator, TetR family","3"," 206548"," 207123","-","  576"," 191","Primary Assembly",NA,""
"Bcen2424_6062","ABK12794.1","squalene-hopene cyclase","3"," 207284"," 209347","+"," 2064"," 687","Primary Assembly",NA,""
"Bcen2424_6063","ABK12795.1","transcriptional regulator, LysR family","3"," 209433"," 210347","-","  915"," 304","Primary Assembly",NA,""
"Bcen2424_6064","ABK12796.1","FAD dependent oxidoreductase","3"," 210497"," 211621","+"," 1125"," 374","Primary Assembly",NA,""
"Bcen2424_6065","ABK12797.1","conserved hypothetical protein","3"," 211614"," 211913","+","  300","  99","Primary Assembly",NA,""
"Bcen2424_6066","ABK12798.1","BFD domain protein (2Fe-2S)-binding domain protein","3"," 211910"," 213346","+"," 1437"," 478","Primary Assembly",NA,""
"Bcen2424_6067","ABK12799.1","amino acid ABC transporter substrate-binding protein, PAAT family","3"," 213387"," 214169","+","  783"," 260","Primary Assembly",NA,""
"Bcen2424_6068","ABK12800.1","transcriptional regulator, LysR family","3"," 214462"," 215373","+","  912"," 303","Primary Assembly",NA,""
"Bcen2424_6069","ABK12801.1","conserved hypothetical protein","3"," 215594"," 216010","-","  417"," 138","Primary Assembly",NA,""
"Bcen2424_6070","ABK12802.1","aldo/keto reductase","3"," 216028"," 217047","-"," 1020"," 339","Primary Assembly"," 3","00051 Fructose and mannose metabolism PATH:ko00051 - 00053 Ascorbate and aldarate metabolism PATH:ko00053"
"Bcen2424_6071","ABK12803.1","conserved hypothetical protein","3"," 217382"," 217723","+","  342"," 113","Primary Assembly",NA,""
"Bcen2424_6072","ABK12804.1","efflux transporter, RND family, MFP subunit","3"," 218017"," 219216","+"," 1200"," 399","Primary Assembly",NA,""
"Bcen2424_6073","ABK12805.1","transporter, hydrophobe/amphiphile efflux-1 (HAE1) family","3"," 219213"," 222404","+"," 3192","1063","Primary Assembly",NA,""
"Bcen2424_6074","ABK12806.1","RND efflux system, outer membrane lipoprotein, NodT family","3"," 222401"," 223795","+"," 1395"," 464","Primary Assembly",NA,""
"Bcen2424_6075","ABK12807.1","transcriptional regulator, LysR family","3"," 223901"," 224803","-","  903"," 300","Primary Assembly",NA,""
"Bcen2424_6076","ABK12808.1","NAD-dependent epimerase/dehydratase","3"," 225010"," 225921","-","  912"," 303","Primary Assembly",NA,""
"Bcen2424_6077","ABK12809.1","beta-lactamase","3"," 226265"," 227434","-"," 1170"," 389","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 01501 beta-Lactam resistance PATH:ko01501"
"Bcen2424_6078","ABK12810.1","conserved hypothetical protein","3"," 228059"," 229363","+"," 1305"," 434","Primary Assembly",NA,""
"Bcen2424_6079","ABK12811.1","conserved hypothetical protein","3"," 229357"," 230139","+","  783"," 260","Primary Assembly",NA,""
"Bcen2424_6080","ABK12812.1","Sel1 domain protein repeat-containing protein","3"," 230136"," 232142","+"," 2007"," 668","Primary Assembly",NA,""
"Bcen2424_6081","ABK12813.1","alpha/beta hydrolase fold protein","3"," 232189"," 233001","-","  813"," 270","Primary Assembly",NA,""
"Bcen2424_6082","ABK12814.1","conserved hypothetical protein","3"," 233072"," 233554","-","  483"," 160","Primary Assembly",NA,""
"Bcen2424_6083","ABK12815.1","conserved hypothetical protein","3"," 233960"," 234094","+","  135","  44","Primary Assembly",NA,""
"Bcen2424_6084","ABK12816.1","putative alpha-1,2-mannosidase","3"," 234235"," 236937","-"," 2703"," 900","Primary Assembly",NA,""
"Bcen2424_6085","ABK12817.1","conserved hypothetical protein","3"," 237357"," 238544","-"," 1188"," 395","Primary Assembly",NA,""
"Bcen2424_6086","ABK12818.1","MlrC domain protein","3"," 238682"," 240184","-"," 1503"," 500","Primary Assembly",NA,""
"Bcen2424_6087","ABK12819.1","amidase, hydantoinase/carbamoylase family","3"," 240181"," 241470","-"," 1290"," 429","Primary Assembly",NA,""
"Bcen2424_6088","ABK12820.1","amino acid/amide ABC transporter ATP-binding protein 2, HAAT family","3"," 241505"," 242206","-","  702"," 233","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_6089","ABK12821.1","amino acid/amide ABC transporter ATP-binding protein 1, HAAT family","3"," 242203"," 242970","-","  768"," 255","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_6090","ABK12822.1","amino acid/amide ABC transporter membrane protein 2, HAAT family","3"," 242967"," 244010","-"," 1044"," 347","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_6091","ABK12823.1","amino acid/amide ABC transporter membrane protein 1, HAAT family","3"," 244007"," 244933","-","  927"," 308","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_6092","ABK12824.1","amino acid/amide ABC transporter substrate-binding protein, HAAT family","3"," 244938"," 246161","-"," 1224"," 407","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_6093","ABK12825.1","transcriptional regulator, GntR family","3"," 246376"," 247233","+","  858"," 285","Primary Assembly",NA,""
"Bcen2424_6094","ABK12826.1","aldehyde dehydrogenase","3"," 247364"," 248803","-"," 1440"," 479","Primary Assembly",NA,""
"Bcen2424_6095","ABK12827.1","aminotransferase","3"," 248832"," 250229","-"," 1398"," 465","Primary Assembly",NA,""
"Bcen2424_6096","ABK12828.1","amino acid/polyamine/organocation transporter, APC superfamily","3"," 250281"," 251669","-"," 1389"," 462","Primary Assembly",NA,""
"Bcen2424_6097","ABK12829.1","transcriptional regulator, AraC family","3"," 251846"," 253015","+"," 1170"," 389","Primary Assembly",NA,""
"Bcen2424_6098","ABK12830.1","conserved hypothetical protein","3"," 253089"," 253487","+","  399"," 132","Primary Assembly",NA,""
"Bcen2424_6099","ABK12831.1","binding-protein-dependent transport systems inner membrane component","3"," 253678"," 254394","+","  717"," 238","Primary Assembly",NA,""
"Bcen2424_6100","ABK12832.1","Substrate-binding region of ABC-type glycine betaine transport system","3"," 254391"," 255302","+","  912"," 303","Primary Assembly",NA,""
"Bcen2424_6101","ABK12833.1","binding-protein-dependent transport systems inner membrane component","3"," 255314"," 255967","+","  654"," 217","Primary Assembly",NA,""
"Bcen2424_6102","ABK12834.1","glycine betaine/L-proline ABC transporter, ATPase subunit","3"," 255964"," 257142","+"," 1179"," 392","Primary Assembly",NA,""
"Bcen2424_6103","ABK12835.1","conserved hypothetical protein","3"," 257298"," 257675","-","  378"," 125","Primary Assembly",NA,""
"Bcen2424_6104","ABK12836.1","transcriptional regulator, MarR family with acetyltransferase activity","3"," 257961"," 258941","+","  981"," 326","Primary Assembly",NA,""
"Bcen2424_6105","ABK12837.1","Rossmann fold nucleotide-binding protein-like protein","3"," 259038"," 259643","-","  606"," 201","Primary Assembly",NA,""
"Bcen2424_6106","ABK12838.1","major facilitator superfamily MFS_1","3"," 259640"," 260887","-"," 1248"," 415","Primary Assembly",NA,""
"Bcen2424_6107","ABK12839.1","histone family protein nucleoid-structuring protein H-NS","3"," 261174"," 261503","-","  330"," 109","Primary Assembly",NA,""
"Bcen2424_6108","ABK12840.1","RNA-directed DNA polymerase","3"," 261823"," 263172","-"," 1350"," 449","Primary Assembly",NA,""
"Bcen2424_6109","ABK12841.1","conserved hypothetical protein","3"," 263425"," 263997","-","  573"," 190","Primary Assembly",NA,""
"Bcen2424_6110","ABK12842.1","transcriptional regulator, histidine utilization repressor, GntR family","3"," 264220"," 264975","-","  756"," 251","Primary Assembly",NA,""
"Bcen2424_6111","ABK12843.1","histidine ammonia-lyase","3"," 265026"," 266519","-"," 1494"," 497","Primary Assembly",NA,""
"Bcen2424_6112","ABK12844.1","amino acid ABC transporter ATP-binding protein, PAAT family","3"," 266527"," 267318","-","  792"," 263","Primary Assembly",NA,""
"Bcen2424_6113","ABK12845.1","amino acid ABC transporter membrane protein 2, PAAT family","3"," 267346"," 268092","-","  747"," 248","Primary Assembly",NA,""
"Bcen2424_6114","ABK12846.1","amino acid ABC transporter membrane protein 1, PAAT family","3"," 268105"," 268827","-","  723"," 240","Primary Assembly",NA,""
"Bcen2424_6115","ABK12847.1","amino acid ABC transporter substrate-binding protein, PAAT family","3"," 268928"," 270037","-"," 1110"," 369","Primary Assembly",NA,""
"Bcen2424_6116","ABK12848.1","dTDP-4-dehydrorhamnose reductase","3"," 270309"," 271274","-","  966"," 321","Primary Assembly"," 3","00523 Polyketide sugar unit biosynthesis PATH:ko00523 - 00521 Streptomycin biosynthesis PATH:ko00521"
"Bcen2424_6117","ABK12849.1","DoxX family protein","3"," 271583"," 271996","-","  414"," 137","Primary Assembly",NA,""
"Bcen2424_6118","ABK12850.1","hypothetical protein","3"," 272024"," 272311","+","  288","  95","Primary Assembly",NA,""
"Bcen2424_6119","ABK12851.1","LamG domain protein jellyroll fold domain protein","3"," 272587"," 274812","+"," 2226"," 741","Primary Assembly",NA,""
