locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non.redundant_refseq	related_accession	name	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_5435	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2534429	2535259	+	ABK12168.1	NA	NA	ABC transporter related	NA	NA	831	276	NA	NA	
Bcen2424_5436	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2535377	2535754	+	ABK12169.1	NA	NA	conserved hypothetical protein	NA	NA	378	125	NA	NA	
Bcen2424_5437	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2535786	2536397	-	ABK12170.1	NA	NA	protein of unknown function UPF0126	NA	NA	612	203	NA	NA	
Bcen2424_2281	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2536030	2536647	-	ABK09032.1	NA	NA	conserved hypothetical protein	NA	NA	618	205	NA	NA	
Bcen2424_5438	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2536406	2538535	-	ABK12171.1	NA	NA	penicillin-binding protein, 1A family	NA	NA	2130	709	NA	3	00550 Peptidoglycan biosynthesis [PATH:ko00550]|01501 beta-Lactam resistance [PATH:ko01501]
Bcen2424_2282	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2536865	2537185	-	ABK09033.1	NA	NA	small multidrug resistance protein	NA	NA	321	106	NA	NA	
Bcen2424_2283	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2537339	2537620	-	ABK09034.1	NA	NA	protein of unknown function DUF333	NA	NA	282	93	NA	NA	
Bcen2424_2284	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2537773	2538471	-	ABK09035.1	NA	NA	two component transcriptional regulator, winged helix family	NA	NA	699	232	NA	3	02020 Two-component system [PATH:ko02020]|02024 Quorum sensing [PATH:ko02024]
Bcen2424_2285	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2538464	2541307	-	ABK09036.1	NA	NA	osmosensitive K+ channel signal transduction histidine kinase	NA	NA	2844	947	NA	NA	
Bcen2424_5439	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2538720	2539559	+	ABK12172.1	NA	NA	aminoglycoside/hydroxyurea antibiotic resistance kinase	NA	NA	840	279	NA	NA	
Bcen2424_5440	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2540122	2541027	-	ABK12173.1	NA	NA	transcriptional regulator, LysR family	NA	NA	906	301	NA	NA	
Bcen2424_5441	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2541164	2541889	+	ABK12174.1	NA	NA	hypothetical protein	NA	NA	726	241	NA	NA	
Bcen2424_2286	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2541461	2542042	-	ABK09037.1	NA	NA	potassium-transporting ATPase, C subunit	NA	NA	582	193	NA	NA	
Bcen2424_2287	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2542068	2544152	-	ABK09038.1	NA	NA	K+-transporting ATPase, B subunit	NA	NA	2085	694	NA	NA	
Bcen2424_5442	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2542148	2542984	-	ABK12175.1	NA	NA	protein of unknown function DUF861, cupin_3	NA	NA	837	278	NA	NA	
Bcen2424_5443	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2543850	2544287	-	ABK12176.1	NA	NA	17 kDa surface antigen	NA	NA	438	145	NA	NA	
Bcen2424_2288	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2544207	2546012	-	ABK09039.1	NA	NA	potassium-transporting ATPase, A subunit	NA	NA	1806	601	NA	NA	
Bcen2424_5444	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2544665	2545324	-	ABK12177.1	NA	NA	Isoprenylcysteine carboxyl methyltransferase	NA	NA	660	219	NA	NA	
Bcen2424_5445	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2545479	2545643	-	ABK12178.1	NA	NA	conserved hypothetical protein	NA	NA	165	54	NA	NA	
Bcen2424_5446	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2545896	2546315	-	ABK12179.1	NA	NA	histidine triad (HIT) protein	NA	NA	420	139	NA	NA	
Bcen2424_2289	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2546009	2546101	-	ABK09040.1	NA	NA	potassium-transporting ATPase, KdpF subunit-related protein	NA	NA	93	30	NA	NA	
Bcen2424_2290	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2546424	2547398	-	ABK09041.1	NA	NA	Alcohol dehydrogenase, zinc-binding domain protein	NA	NA	975	324	NA	NA	
Bcen2424_5447	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2546585	2548006	+	ABK12180.1	NA	NA	beta-lactamase	NA	NA	1422	473	NA	NA	
Bcen2424_2291	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2547571	2547963	-	ABK09042.1	NA	NA	methylglyoxal synthase	NA	NA	393	130	NA	NA	
Bcen2424_2292	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2548016	2548795	-	ABK09043.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	780	259	NA	3	00061 Fatty acid biosynthesis [PATH:ko00061]|00780 Biotin metabolism [PATH:ko00780]|00333 Prodigiosin biosynthesis [PATH:ko00333]
Bcen2424_5448	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2548087	2548710	-	ABK12181.1	NA	NA	Glutathione S-transferase, N-terminal domain protein	NA	NA	624	207	NA	NA	
Bcen2424_5449	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2548782	2550281	-	ABK12182.1	NA	NA	conserved hypothetical protein	NA	NA	1500	499	NA	NA	
Bcen2424_2293	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2548938	2549654	+	ABK09044.1	NA	NA	uracil phosphoribosyltransferase	NA	NA	717	238	NA	NA	
Bcen2424_2294	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2549883	2550611	+	ABK09045.1	NA	NA	protein of unknown function DUF28	NA	NA	729	242	NA	NA	
Bcen2424_5450	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2550278	2551147	-	ABK12183.1	NA	NA	putative thiol-disulphide oxidoreductase DCC	NA	NA	870	289	NA	NA	
Bcen2424_2295	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2550717	2551997	+	ABK09046.1	NA	NA	phosphoribosylamine--glycine ligase	NA	NA	1281	426	NA	NA	
Bcen2424_5451	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2551238	2551708	-	ABK12184.1	NA	NA	integral membrane protein-like protein	NA	NA	471	156	NA	NA	
Bcen2424_5452	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2551705	2553027	-	ABK12185.1	NA	NA	NAD-dependent epimerase/dehydratase	NA	NA	1323	440	NA	NA	
Bcen2424_2296	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2552068	2553039	+	ABK09047.1	NA	NA	Coproporphyrinogen oxidase	NA	NA	972	323	NA	NA	
Bcen2424_2297	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2553048	2553779	+	ABK09048.1	NA	NA	nicotinate-nucleotide adenylyltransferase	NA	NA	732	243	NA	NA	
Bcen2424_5453	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2553116	2553649	-	ABK12186.1	NA	NA	transcriptional regulators-like protein	NA	NA	534	177	NA	NA	
Bcen2424_2298	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2553784	2554227	+	ABK09049.1	NA	NA	iojap-like protein	NA	NA	444	147	NA	NA	
Bcen2424_5454	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2553810	2555012	+	ABK12187.1	NA	NA	short-chain alcohol dehydrogenase	NA	NA	1203	400	NA	3	00650 Butanoate metabolism [PATH:ko00650]|00061 Fatty acid biosynthesis [PATH:ko00061]
Bcen2424_2299	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2554246	2554716	+	ABK09050.1	NA	NA	protein of unknown function DUF163	NA	NA	471	156	NA	NA	
Bcen2424_2300	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2554768	2555400	+	ABK09051.1	NA	NA	maf protein	NA	NA	633	210	NA	NA	
Bcen2424_5455	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2555071	2555775	-	ABK12188.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	705	234	NA	NA	
Bcen2424_2301	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2555409	2556878	+	ABK09052.1	NA	NA	RNAse G	NA	NA	1470	489	NA	NA	
Bcen2424_5456	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2556116	2556703	+	ABK12189.1	NA	NA	transcriptional regulator, TetR family	NA	NA	588	195	NA	NA	
Bcen2424_5457	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2556746	2557324	-	ABK12190.1	NA	NA	conserved hypothetical protein	NA	NA	579	192	NA	NA	
Bcen2424_2302	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2556921	2557340	+	ABK09053.1	NA	NA	protein of unknown function DUF469	NA	NA	420	139	NA	NA	
Bcen2424_5458	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2557350	2557880	-	ABK12191.1	NA	NA	GCN5-related N-acetyltransferase	NA	NA	531	176	NA	NA	
Bcen2424_2303	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2557697	2558668	+	ABK09054.1	NA	NA	conserved hypothetical protein	NA	NA	972	323	NA	NA	
Bcen2424_5459	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2558054	2558449	+	ABK12192.1	NA	NA	transcriptional regulator, ArsR family	NA	NA	396	131	NA	NA	
Bcen2424_5460	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2558421	2558906	+	ABK12193.1	NA	NA	Activator of Hsp90 ATPase 1 family protein	NA	NA	486	161	NA	NA	
Bcen2424_2304	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2558665	2559924	+	ABK09055.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1260	419	NA	NA	
Bcen2424_5461	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2559026	2559502	+	ABK12194.1	NA	NA	Activator of Hsp90 ATPase 1 family protein	NA	NA	477	158	NA	NA	
Bcen2424_5462	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2559518	2560633	-	ABK12195.1	NA	NA	amidohydrolase 2	NA	NA	1116	371	NA	NA	
Bcen2424_2305	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2559967	2560533	+	ABK09056.1	NA	NA	membrane protein-like protein	NA	NA	567	188	NA	NA	
Bcen2424_2306	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2560628	2561020	-	ABK09057.1	NA	NA	integral membrane protein-like protein	NA	NA	393	130	NA	NA	
Bcen2424_5463	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2560635	2561942	-	ABK12196.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1308	435	NA	NA	
Bcen2424_2307	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2561114	2562865	-	ABK09058.1	NA	NA	lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA	NA	NA	1752	583	NA	NA	
Bcen2424_5464	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2562026	2563318	-	ABK12197.1	NA	NA	L-carnitine dehydratase/bile acid-inducible protein F	NA	NA	1293	430	NA	NA	
Bcen2424_2308	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2563090	2563842	+	ABK09059.1	NA	NA	glycosyl transferase, family 2	NA	NA	753	250	NA	NA	
Bcen2424_5465	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2563315	2564301	-	ABK12198.1	NA	NA	hydroxymethylglutaryl-CoA lyase	NA	NA	987	328	NA	3	00650 Butanoate metabolism [PATH:ko00650]|00072 Synthesis and degradation of ketone bodies [PATH:ko00072]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00281 Geraniol degradation [PATH:ko00281]
Bcen2424_2309	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2564005	2564847	+	ABK09060.1	NA	NA	glycosyl transferase, family 2	NA	NA	843	280	NA	NA	
Bcen2424_5466	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2564475	2565293	+	ABK12199.1	NA	NA	transcriptional regulator, IclR family	NA	NA	819	272	NA	NA	
Bcen2424_2310	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2564986	2566266	+	ABK09061.1	NA	NA	O-antigen polymerase	NA	NA	1281	426	NA	NA	
Bcen2424_5467	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2565439	2566077	+	ABK12200.1	NA	NA	DSBA oxidoreductase	NA	NA	639	212	NA	NA	
Bcen2424_5468	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2566107	2567090	-	ABK12201.1	NA	NA	transcriptional regulator, LysR family	NA	NA	984	327	NA	NA	
Bcen2424_2311	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2566390	2567568	-	ABK09062.1	NA	NA	glycosyl transferase, family 9	NA	NA	1179	392	NA	NA	
Bcen2424_5469	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2567192	2568430	+	ABK12202.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1239	412	NA	NA	
Bcen2424_2312	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2567717	2568811	-	ABK09063.1	NA	NA	glycosyl transferase, family 9	NA	NA	1095	364	NA	NA	
Bcen2424_5470	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2568814	2569539	+	ABK12203.1	NA	NA	phosphoesterase, PA-phosphatase related	NA	NA	726	241	NA	NA	
Bcen2424_2313	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2569120	2572653	-	ABK09064.1	NA	NA	DNA polymerase III, alpha subunit	NA	NA	3534	1177	NA	3	03030 DNA replication [PATH:ko03030]|03430 Mismatch repair [PATH:ko03430]|03440 Homologous recombination [PATH:ko03440]
Bcen2424_5471	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2569642	2570301	-	ABK12204.1	NA	NA	Glutathione S-transferase, N-terminal domain protein	NA	NA	660	219	NA	NA	
Bcen2424_5472	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2570428	2571498	-	ABK12205.1	NA	NA	beta-lactamase domain protein	NA	NA	1071	356	NA	NA	
Bcen2424_5473	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2571786	2572691	+	ABK12206.1	NA	NA	transcriptional regulator, LysR family	NA	NA	906	301	NA	NA	
Bcen2424_5474	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2572851	2573063	+	ABK12207.1	NA	NA	conserved hypothetical protein	NA	NA	213	70	NA	NA	
Bcen2424_2314	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2572870	2573724	+	ABK09065.1	NA	NA	Rhodanese domain protein	NA	NA	855	284	NA	NA	
Bcen2424_5475	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2573168	2574181	-	ABK12208.1	NA	NA	L-threonine aldolase	NA	NA	1014	337	NA	NA	
Bcen2424_2315	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2573750	2574646	+	ABK09066.1	NA	NA	Glutamate--tRNA ligase	NA	NA	897	298	NA	NA	
Bcen2424_5476	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2574298	2574849	-	ABK12209.1	NA	NA	conserved hypothetical protein	NA	NA	552	183	NA	NA	
Bcen2424_5477	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2574863	2575264	-	ABK12210.1	NA	NA	conserved hypothetical protein	NA	NA	402	133	NA	NA	
Bcen2424_2316	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2574910	2576472	-	ABK09067.1	NA	NA	DEAD/DEAH box helicase domain protein	NA	NA	1563	520	NA	NA	
Bcen2424_5478	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2575659	2577071	+	ABK12211.1	NA	NA	cytochrome bd quinol oxidase subunit 1 apoprotein	NA	NA	1413	470	NA	3	00190 Oxidative phosphorylation [PATH:ko00190]|02020 Two-component system [PATH:ko02020]
Bcen2424_2317	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2576860	2577240	-	ABK09068.1	NA	NA	periplasmic protein	NA	NA	381	126	NA	NA	
Bcen2424_5479	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2577101	2578108	+	ABK12212.1	NA	NA	cytochrome bd quinol oxidase subunit 2 apoprotein	NA	NA	1008	335	NA	3	00190 Oxidative phosphorylation [PATH:ko00190]|02020 Two-component system [PATH:ko02020]
Bcen2424_2318	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2577328	2577513	-	ABK09069.1	NA	NA	conserved hypothetical protein	NA	NA	186	61	NA	NA	
Bcen2424_2319	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2577532	2578746	-	ABK09070.1	NA	NA	formate-dependent phosphoribosylglycinamide formyltransferase	NA	NA	1215	404	NA	3	00230 Purine metabolism [PATH:ko00230]|00670 One carbon pool by folate [PATH:ko00670]
Bcen2424_5480	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2578080	2578259	+	ABK12213.1	NA	NA	conserved hypothetical protein	NA	NA	180	59	NA	NA	
Bcen2424_5481	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2578382	2578666	-	ABK12214.1	NA	NA	conserved hypothetical protein	NA	NA	285	94	NA	NA	
Bcen2424_5482	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2578681	2579997	-	ABK12215.1	NA	NA	HipA domain protein	NA	NA	1317	438	NA	NA	
Bcen2424_2320	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2578964	2579509	+	ABK09071.1	NA	NA	protein of unknown function DUF306, Meta and HslJ	NA	NA	546	181	NA	NA	
Bcen2424_2321	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2579687	2584270	+	ABK09072.1	NA	NA	DNA translocase FtsK	NA	NA	4584	1527	NA	NA	
Bcen2424_5483	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2580118	2580312	-	ABK12216.1	NA	NA	conserved hypothetical protein	NA	NA	195	64	NA	NA	
Bcen2424_5484	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2580434	2580988	-	ABK12217.1	NA	NA	conserved hypothetical protein	NA	NA	555	184	NA	NA	
Bcen2424_5485	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2580966	2581796	-	ABK12218.1	NA	NA	binding-protein-dependent transport systems inner membrane component	NA	NA	831	276	NA	NA	
Bcen2424_5486	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2581807	2582895	-	ABK12219.1	NA	NA	ABC transporter, periplasmic substrate-binding protein	NA	NA	1089	362	NA	NA	
Bcen2424_5487	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2582922	2583965	-	ABK12220.1	NA	NA	ABC transporter related	NA	NA	1044	347	NA	NA	
Bcen2424_5488	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2583973	2584920	-	ABK12221.1	NA	NA	binding-protein-dependent transport systems inner membrane component	NA	NA	948	315	NA	NA	
Bcen2424_2322	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2584391	2585638	-	ABK09073.1	NA	NA	3-carboxymuconate cyclase-like protein	NA	NA	1248	415	NA	NA	
Bcen2424_5489	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2584985	2585881	+	ABK12222.1	NA	NA	transcriptional regulator, LysR family	NA	NA	897	298	NA	NA	
Bcen2424_2323	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2585806	2587635	+	ABK09074.1	NA	NA	glycoside hydrolase 15-related protein	NA	NA	1830	609	NA	NA	
Bcen2424_5490	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2585987	2587663	-	ABK12223.1	NA	NA	type I phosphodiesterase/nucleotide pyrophosphatase	NA	NA	1677	558	NA	NA	
Bcen2424_2324	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2587847	2589337	+	ABK09075.1	NA	NA	polyhydroxyalkanoate depolymerase, intracellular	NA	NA	1491	496	NA	NA	
Bcen2424_5491	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2587914	2588135	+	ABK12224.1	NA	NA	conserved hypothetical protein	NA	NA	222	73	NA	NA	
Bcen2424_5492	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2588204	2592031	-	ABK12225.1	NA	NA	protein of unknown function DUF748	NA	NA	3828	1275	NA	NA	
Bcen2424_2325	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2589447	2590079	-	ABK09076.1	NA	NA	transcriptional regulator, TetR family	NA	NA	633	210	NA	NA	
Bcen2424_2326	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2590236	2591264	+	ABK09077.1	NA	NA	electron transport complex, RnfABCDGE type, B subunit	NA	NA	1029	342	NA	NA	
Bcen2424_2327	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2591261	2591905	+	ABK09078.1	NA	NA	DNA-(apurinic or apyrimidinic site) lyase	NA	NA	645	214	NA	NA	
Bcen2424_2328	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2591966	2592895	-	ABK09079.1	NA	NA	protein of unknown function DUF6, transmembrane	NA	NA	930	309	NA	NA	
Bcen2424_5493	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2592183	2593619	-	ABK12226.1	NA	NA	protein of unknown function DUF1214	NA	NA	1437	478	NA	NA	
Bcen2424_2329	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2593075	2593542	+	ABK09080.1	NA	NA	conserved hypothetical protein	NA	NA	468	155	NA	NA	
Bcen2424_2330	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2593681	2594040	-	ABK09081.1	NA	NA	cytochrome c, class I	NA	NA	360	119	NA	NA	
Bcen2424_2331	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2594081	2594440	-	ABK09082.1	NA	NA	cytochrome c, class I	NA	NA	360	119	NA	NA	
Bcen2424_5494	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2594086	2597151	+	ABK12227.1	NA	NA	heavy metal translocating P-type ATPase	NA	NA	3066	1021	NA	NA	
Bcen2424_2332	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2594667	2595527	+	ABK09083.1	NA	NA	ATPase associated with various cellular activities, AAA_5	NA	NA	861	286	NA	NA	
Bcen2424_2333	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2595556	2596731	+	ABK09084.1	NA	NA	VWA containing CoxE family protein	NA	NA	1176	391	NA	NA	
Bcen2424_2334	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2596787	2597998	+	ABK09085.1	NA	NA	benzoate transporter	NA	NA	1212	403	NA	NA	
Bcen2424_5495	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2597355	2597834	-	ABK12228.1	NA	NA	GCN5-related N-acetyltransferase	NA	NA	480	159	NA	NA	
Bcen2424_5496	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	2597954	2598109	-	ABK12229.1	NA	NA	conserved hypothetical protein	NA	NA	156	51	NA	NA	
